season,round,sheet,players,picks_raw_rows,picks_clean_rows,mapped_spread_total_cols,mapped_lock_cols,mapped_tiebreaker_cols,unique_games,unmapped_cols
2026,wc,Wild Card Weekend,37,554,518,12,2,0,6,1
