season,round,game_id,game_label,game_title
2026,wc,WC_01,buffalo_jacksonville_sunday_morning_game,Buffalo Jacksonville Sunday Morning Game
2026,wc,WC_02,green_bay_chicago_saturday_night_game,Green Bay Chicago Saturday Night Game
2026,wc,WC_03,houston_pittsburgh_monday_night_football,Houston Pittsburgh Monday Night Football
2026,wc,WC_04,los_angeles_afc_new_england_sunday_night_game,Los Angeles Afc New England Sunday Night Game
2026,wc,WC_05,los_angeles_nfc_carolina_saturday_early_game,Los Angeles Nfc Carolina Saturday Early Game
2026,wc,WC_06,san_francisco_philadelphia_sunday_afternoon_game,San Francisco Philadelphia Sunday Afternoon Game
