season,round,sheet,players,picks_raw_rows,picks_clean_rows,mapped_spread_total_cols,mapped_lock_cols,mapped_tiebreaker_cols,unique_games,unmapped_cols
2026,dr,Divisional Round,35,381,350,8,2,0,4,1
