season,round,game_id,game_label,game_title
2026,dr,DR_01,buffalo_denver_saturday_afternoon_game,Buffalo Denver Saturday Afternoon Game
2026,dr,DR_02,houston_new_england_sunday_afternoon_game,Houston New England Sunday Afternoon Game
2026,dr,DR_03,los_angeles_chicago_sunday_night_football,Los Angeles Chicago Sunday Night Football
2026,dr,DR_04,san_francisco_seattle_saturday_night_game,San Francisco Seattle Saturday Night Game
